ts,frame_id,pred_class,pred_conf,distance_m,proposed_action,final_action,reason,safety_json,human_label
0.0024700164794921875,0,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
0.08565187454223633,1,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
0.1690351963043213,2,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
0.2514054775238037,3,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
0.33592867851257324,4,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
0.4189913272857666,5,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
0.502178430557251,6,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
0.5856537818908691,7,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
0.6690654754638672,8,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
0.7524862289428711,9,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
0.8361279964447021,10,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
0.9193747043609619,11,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
1.0029957294464111,12,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
1.0864439010620117,13,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
1.1695475578308105,14,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
1.252925157546997,15,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
1.3367419242858887,16,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
1.4201838970184326,17,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
1.5032813549041748,18,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
1.5871050357818604,19,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
1.6706609725952148,20,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
1.7539303302764893,21,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
1.8374569416046143,22,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
1.9208738803863525,23,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
2.004305124282837,24,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
2.0877561569213867,25,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
2.1709132194519043,26,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
2.2548277378082275,27,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
2.3377296924591064,28,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
2.421602964401245,29,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
2.504991292953491,30,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
2.588446617126465,31,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
2.671597957611084,32,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
2.7549684047698975,33,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
2.8386969566345215,34,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
2.922584295272827,35,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
3.0057926177978516,36,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
3.089362144470215,37,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
3.1726319789886475,38,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
3.2560880184173584,39,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
3.3393266201019287,40,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
3.422983407974243,41,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
3.5064244270324707,42,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
3.5898945331573486,43,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
3.6729936599731445,44,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
3.7568836212158203,45,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
3.83994722366333,46,demo,0.9,,SCENARIO_SEARCH,SCENARIO_SEARCH,Ghost muted safety | Dual camera nominal. Searching for regolith. | mode=SystemMode.DEGRADED cams=1 lidar=False,,u
