ts,rf_top_class,ssc_state,ssc_intent,hard_stop,soft_bypass,nav_mode,final_action,cam_ok_count,cam_expected,dist_m,label,expected,decision_ok
1772139807.161,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:DUMP_RETREAT:TUCK,1,1,1.523,object_hazard,GO_HOME,1
1772139807.445,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:TUCK,1,1,1.523,unknown,NO_REQUIREMENT,1
1772139807.720,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:DUMP_RETREAT:TUCK,1,1,1.526,object_hazard,GO_HOME,1
1772139807.964,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:IDLE,1,1,1.526,unknown,NO_REQUIREMENT,1
1772139808.226,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:IDLE,1,1,1.539,unknown,NO_REQUIREMENT,1
1772139808.516,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:IDLE,1,1,1.522,unknown,NO_REQUIREMENT,1
1772139808.781,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:IDLE,1,1,1.533,unknown,NO_REQUIREMENT,1
1772139809.023,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:IDLE,1,1,1.533,unknown,NO_REQUIREMENT,1
1772139809.274,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:IDLE,1,1,1.522,unknown,NO_REQUIREMENT,1
1772139809.553,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:CURL,1,1,1.532,object_hazard,GO_HOME,1
1772139809.819,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:CURL,1,1,1.540,unknown,NO_REQUIREMENT,1
1772139810.167,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:CURL,1,1,1.540,unknown,NO_REQUIREMENT,1
1772139810.429,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:CURL,1,1,1.532,object_hazard,GO_HOME,1
1772139810.717,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:CURL,1,1,1.523,unknown,NO_REQUIREMENT,1
1772139810.990,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:TUCK,1,1,1.540,object_hazard,GO_HOME,1
1772139811.275,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:TUCK,1,1,1.536,unknown,NO_REQUIREMENT,1
1772139811.551,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:TUCK,1,1,1.542,unknown,NO_REQUIREMENT,1
1772139811.830,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:TUCK,1,1,1.532,unknown,NO_REQUIREMENT,1
1772139812.089,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:IDLE,1,1,1.523,unknown,NO_REQUIREMENT,1
1772139812.359,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:IDLE,1,1,1.530,object_hazard,GO_HOME,1
1772139812.622,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:IDLE,1,1,1.524,unknown,NO_REQUIREMENT,1
1772139812.911,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:IDLE,1,1,1.524,unknown,NO_REQUIREMENT,1
1772139813.182,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:IDLE,1,1,1.520,object_hazard,GO_HOME,1
1772139813.460,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:IDLE,1,1,1.534,object_hazard,GO_HOME,1
1772139813.727,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:IDLE,1,1,1.542,unknown,NO_REQUIREMENT,1
1772139813.999,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:CURL,1,1,1.531,object_hazard,GO_HOME,1
1772139814.277,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:CURL,1,1,1.531,unknown,NO_REQUIREMENT,1
1772139814.549,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:CURL,1,1,1.528,unknown,NO_REQUIREMENT,1
1772139814.822,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:CURL,1,1,1.526,object_hazard,GO_HOME,1
1772139815.125,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:CURL,1,1,1.525,unknown,NO_REQUIREMENT,1
1772139815.418,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:TUCK,1,1,1.530,unknown,NO_REQUIREMENT,1
1772139815.700,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:TUCK,1,1,1.527,unknown,NO_REQUIREMENT,1
1772139815.955,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:TUCK,1,1,1.530,object_hazard,GO_HOME,1
1772139816.233,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:TUCK,1,1,1.522,object_hazard,GO_HOME,1
1772139816.496,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:IDLE,1,1,1.528,unknown,NO_REQUIREMENT,1
1772139816.762,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:IDLE,1,1,1.534,object_hazard,GO_HOME,1
1772139817.025,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:IDLE,1,1,1.525,unknown,NO_REQUIREMENT,1
1772139817.279,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:IDLE,1,1,1.526,object_hazard,GO_HOME,1
1772139817.527,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:IDLE,1,1,1.526,object_hazard,GO_HOME,1
1772139817.817,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:IDLE,1,1,1.539,unknown,NO_REQUIREMENT,1
1772139818.093,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:IDLE,1,1,1.528,unknown,NO_REQUIREMENT,1
1772139818.365,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:CURL,1,1,1.544,object_hazard,GO_HOME,1
1772139818.652,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:CURL,1,1,1.526,object_hazard,GO_HOME,1
1772139818.930,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:CURL,1,1,1.532,unknown,NO_REQUIREMENT,1
1772139819.189,human hazard,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:CURL,1,1,1.525,human_hazard,SEARCH_ROUTE,1
1772139819.479,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:CURL,1,1,1.542,object_hazard,GO_HOME,1
1772139819.743,human hazard,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:TUCK,1,1,1.541,human_hazard,SEARCH_ROUTE,1
1772139820.023,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:TUCK,1,1,1.532,unknown,NO_REQUIREMENT,1
1772139820.304,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:TUCK,1,1,1.542,unknown,NO_REQUIREMENT,1
1772139820.573,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:TUCK,1,1,1.527,object_hazard,GO_HOME,1
1772139820.829,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:IDLE,1,1,1.522,unknown,NO_REQUIREMENT,1
1772139821.109,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:IDLE,1,1,1.533,object_hazard,GO_HOME,1
1772139821.381,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:IDLE,1,1,1.526,object_hazard,GO_HOME,1
1772139821.629,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:IDLE,1,1,1.526,object_hazard,GO_HOME,1
1772139821.953,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:IDLE,1,1,1.521,object_hazard,GO_HOME,1
1772139822.228,human hazard,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:IDLE,1,1,1.541,human_hazard,SEARCH_ROUTE,1
1772139822.472,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:IDLE,1,1,1.541,unknown,NO_REQUIREMENT,1
1772139822.731,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:IDLE,1,1,1.538,unknown,NO_REQUIREMENT,1
1772139822.997,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:IDLE,1,1,1.540,unknown,NO_REQUIREMENT,1
1772139823.241,harvestable,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:SCOOP_DUMP:APPROACH_POSE,1,1,1.540,harvestable,APPROACH_OR_HARVEST,1
1772139823.501,human hazard,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:SCOOP_DUMP:APPROACH_POSE,1,1,1.533,human_hazard,SEARCH_ROUTE,1
1772139823.785,human hazard,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:SCOOP_DUMP:APPROACH_POSE,1,1,1.520,human_hazard,SEARCH_ROUTE,1
1772139824.044,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:SCOOP_DUMP:APPROACH_POSE,1,1,1.540,object_hazard,GO_HOME,1
1772139824.339,harvestable,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:SCOOP_DUMP:APPROACH_POSE,1,1,1.538,harvestable,APPROACH_OR_HARVEST,1
1772139824.581,harvestable,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:SCOOP_DUMP:SCOOP,1,1,1.538,harvestable,APPROACH_OR_HARVEST,1
1772139824.840,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:SCOOP_DUMP:SCOOP,1,1,1.528,unknown,NO_REQUIREMENT,1
1772139825.089,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:SCOOP_DUMP:SCOOP,1,1,1.528,object_hazard,GO_HOME,1
1772139825.345,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:SCOOP_DUMP:SCOOP,1,1,1.534,unknown,NO_REQUIREMENT,1
1772139825.608,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:SCOOP_DUMP:SCOOP,1,1,1.538,unknown,NO_REQUIREMENT,1
1772139825.889,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:SCOOP_DUMP:LIFT,1,1,1.537,unknown,NO_REQUIREMENT,1
1772139826.183,human hazard,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:SCOOP_DUMP:LIFT,1,1,1.534,human_hazard,SEARCH_ROUTE,1
1772139826.451,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:SCOOP_DUMP:LIFT,1,1,1.542,unknown,NO_REQUIREMENT,1
1772139826.705,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:SCOOP_DUMP:LIFT,1,1,1.523,object_hazard,GO_HOME,1
1772139826.967,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:SCOOP_DUMP:DUMP,1,1,1.527,object_hazard,GO_HOME,1
1772139827.237,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:SCOOP_DUMP:DUMP,1,1,1.536,unknown,NO_REQUIREMENT,1
1772139827.536,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:SCOOP_DUMP:DUMP,1,1,1.530,unknown,NO_REQUIREMENT,1
1772139827.785,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:SCOOP_DUMP:DUMP,1,1,1.530,unknown,NO_REQUIREMENT,1
1772139828.033,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:SCOOP_DUMP:DUMP,1,1,1.538,unknown,NO_REQUIREMENT,1
1772139828.296,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:SCOOP_DUMP:HOME,1,1,1.538,unknown,NO_REQUIREMENT,1
1772139828.559,object hazards,Bypass,Bypass,0,0,GO_HOME,CLIP:CURL_UP:CURL,1,1,1.527,object_hazard,GO_HOME,1
1772139828.809,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:CURL,1,1,1.527,unknown,NO_REQUIREMENT,1
1772139829.058,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:CURL,1,1,1.525,unknown,NO_REQUIREMENT,1
1772139829.361,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:CURL,1,1,1.522,unknown,NO_REQUIREMENT,1
1772139829.644,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:CURL,1,1,1.526,unknown,NO_REQUIREMENT,1
1772139829.901,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:TUCK,1,1,1.538,unknown,NO_REQUIREMENT,1
1772139830.172,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:TUCK,1,1,1.540,unknown,NO_REQUIREMENT,1
1772139830.430,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:TUCK,1,1,1.539,unknown,NO_REQUIREMENT,1
1772139830.740,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:TUCK,1,1,1.529,unknown,NO_REQUIREMENT,1
1772139831.003,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:IDLE,1,1,1.524,unknown,NO_REQUIREMENT,1
1772139831.264,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:IDLE,1,1,1.529,unknown,NO_REQUIREMENT,1
1772139831.549,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:IDLE,1,1,1.539,unknown,NO_REQUIREMENT,1
1772139831.801,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:IDLE,1,1,1.543,unknown,NO_REQUIREMENT,1
1772139832.060,human hazard,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:IDLE,1,1,1.544,human_hazard,SEARCH_ROUTE,1
1772139832.347,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:IDLE,1,1,1.530,unknown,NO_REQUIREMENT,1
1772139832.603,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:IDLE,1,1,1.535,unknown,NO_REQUIREMENT,1
1772139832.851,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:CURL_UP:IDLE,1,1,1.535,unknown,NO_REQUIREMENT,1
1772139833.120,human hazard,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:DUMP,1,1,1.538,human_hazard,SEARCH_ROUTE,1
1772139833.375,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:DUMP,1,1,1.534,unknown,NO_REQUIREMENT,1
1772139833.645,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:DUMP,1,1,1.536,unknown,NO_REQUIREMENT,1
1772139833.897,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:DUMP,1,1,1.520,unknown,NO_REQUIREMENT,1
1772139834.162,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:DUMP,1,1,1.520,unknown,NO_REQUIREMENT,1
1772139834.427,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:TUCK,1,1,1.522,unknown,NO_REQUIREMENT,1
1772139834.692,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:TUCK,1,1,1.524,unknown,NO_REQUIREMENT,1
1772139834.973,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:TUCK,1,1,1.532,unknown,NO_REQUIREMENT,1
1772139835.246,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:TUCK,1,1,1.531,unknown,NO_REQUIREMENT,1
1772139835.508,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:IDLE,1,1,1.536,unknown,NO_REQUIREMENT,1
1772139835.780,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:IDLE,1,1,1.525,unknown,NO_REQUIREMENT,1
1772139836.046,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:IDLE,1,1,1.522,unknown,NO_REQUIREMENT,1
1772139836.312,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:IDLE,1,1,1.525,unknown,NO_REQUIREMENT,1
1772139836.587,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:IDLE,1,1,1.535,unknown,NO_REQUIREMENT,1
1772139836.829,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:IDLE,1,1,1.535,unknown,NO_REQUIREMENT,1
1772139837.115,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:IDLE,1,1,1.522,unknown,NO_REQUIREMENT,1
1772139837.378,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:IDLE,1,1,1.542,unknown,NO_REQUIREMENT,1
1772139837.675,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:IDLE,1,1,1.533,unknown,NO_REQUIREMENT,1
1772139837.945,human hazard,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:DUMP,1,1,1.545,human_hazard,SEARCH_ROUTE,1
1772139838.204,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:DUMP,1,1,1.531,unknown,NO_REQUIREMENT,1
1772139838.453,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:DUMP,1,1,1.531,unknown,NO_REQUIREMENT,1
1772139838.736,human hazard,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:DUMP,1,1,1.521,human_hazard,SEARCH_ROUTE,1
1772139839.001,human hazard,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:DUMP,1,1,1.527,human_hazard,SEARCH_ROUTE,1
1772139839.269,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:TUCK,1,1,1.529,unknown,NO_REQUIREMENT,1
1772139839.543,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:TUCK,1,1,1.540,unknown,NO_REQUIREMENT,1
1772139839.801,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:TUCK,1,1,1.521,unknown,NO_REQUIREMENT,1
1772139840.066,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:TUCK,1,1,1.532,unknown,NO_REQUIREMENT,1
1772139840.320,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:IDLE,1,1,1.535,unknown,NO_REQUIREMENT,1
1772139840.590,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:IDLE,1,1,1.528,unknown,NO_REQUIREMENT,1
1772139840.870,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:IDLE,1,1,1.529,unknown,NO_REQUIREMENT,1
1772139841.147,human hazard,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:IDLE,1,1,1.526,human_hazard,SEARCH_ROUTE,1
1772139841.442,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:IDLE,1,1,1.522,unknown,NO_REQUIREMENT,1
1772139841.699,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:IDLE,1,1,1.544,unknown,NO_REQUIREMENT,1
1772139841.974,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:IDLE,1,1,1.528,unknown,NO_REQUIREMENT,1
1772139842.234,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:IDLE,1,1,1.543,unknown,NO_REQUIREMENT,1
1772139842.485,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:IDLE,1,1,1.542,unknown,NO_REQUIREMENT,1
1772139842.757,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:IDLE,1,1,1.532,unknown,NO_REQUIREMENT,1
1772139843.027,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:IDLE,1,1,1.540,unknown,NO_REQUIREMENT,1
1772139843.291,,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:IDLE,1,1,1.529,unknown,NO_REQUIREMENT,1
1772139843.554,human hazard,Bypass,Bypass,0,0,SEARCH_ROUTE,CLIP:DUMP_RETREAT:DUMP,1,1,1.535,human_hazard,SEARCH_ROUTE,1
